Turbine_ID,Month_recorded,Section,Zone,Previous_Over_current_Trips,Lubrication_Type,New_Seal,Planned_shutdowns,Average_RPM,Asset_Age_Score,Average_Vibration_Score,Torque_rating,Bearing_Weight_Score,Insulation_Rating,Fatigue_Score,Asset_Failure
866,02.Feb,1121,W,1,0,0,0,3488,51,284,0,13,56,0,F
867,10.Oct,1122,W,0,0,0,0,732,23,41,0,13,11,0,F
868,08.Aug,1124,W,1,0,0,2,3559,51,87,2,32,47,0,T
869,09.Sep,1124,W,1,0,0,0,3559,51,87,0,32,47,0,F
870,01.Jan,1125,W,0,0,2,1,2046,97,235,3,26,44,0,T
871,07.Jul,1126,W,0,0,0,0,747,4,5,0,1,11,0,F
872,02.Feb,1127,W,0,0,0,0,2241,8,80,1,4,29,0,F
873,05.May,1128,W,0,0,0,0,1055,26,221,0,4,25,0,F
874,10.Oct,1131,W,0,0,0,0,1551,0,46,1,12,18,0,F
875,02.Feb,1132,W,0,0,1,3,1398,0,39,4,0,24,0,F
876,06.Jun,1133,W,0,0,0,0,3154,0,313,0,21,51,0,F
877,02.Feb,1134,W,0,0,0,2,3929,63,343,2,21,64,6.928203,F
878,05.May,1135,W,3,0,2,4,6160,476,804,8,120,116,20.420578,T
879,12.Dec,1137,W,1,0,2,2,6523,276,651,4,111,120,14.3527,T
880,05.May,1140,W,0,0,4,4,11641,95,170,9,21,70,8.544004,T
881,03.Mar,1141,W,0,0,0,0,2105,59,85,1,19,24,0,F
882,06.Jun,1142,N,0,0,1,1,2392,45,354,2,7,41,1,F
883,01.Jan,1142,N,0,0,0,0,2392,45,354,0,7,41,1,F
884,05.May,1144,N,1,0,1,2,3850,225,255,3,19,56,12.688578,F
885,10.Oct,1145,N,0,0,0,0,1594,124,262,0,10,19,0,F
886,02.Feb,1146,N,0,2,0,0,4060,40,435,0,1,58,0,F
887,05.May,1147,N,2,0,1,0,4668,233,426,1,22,79,8.42615,F
888,04.Apr,1149,N,0,0,0,1,5243,316,603,1,2,76,0,F
889,08.Aug,1150,N,0,0,0,2,3652,80,148,3,4,41,0,F
890,07.Jul,1152,N,0,0,0,1,3785,222,273,1,2,44,13.304135,T
891,03.Mar,1154,N,6,0,1,4,9770,1458,1547,7,5,131,34.554305,T
892,09.Sep,1154,N,6,0,1,12,9770,1458,1547,14,5,131,34.554305,T
893,10.Oct,1154,N,6,0,3,15,9770,1458,1547,20,5,131,34.554305,T
894,04.Apr,1156,N,2,0,3,7,4141,422,721,10,46,86,13.152946,T
895,09.Sep,1159,N,2,0,2,3,4561,367,581,5,68,83,10.049876,F
896,04.Apr,1161,N,0,0,1,5,3287,226,517,6,40,45,1,T
897,01.Jan,1161,N,0,0,1,3,3287,226,517,4,40,45,1,F
898,04.Apr,1162,N,0,0,1,1,3864,0,378,2,0,55,0,F
899,09.Sep,1163,N,0,0,0,1,2762,104,368,1,29,35,0,T
900,05.May,1163,N,0,0,0,0,2762,104,368,0,29,35,0,F
901,01.Jan,1164,N,0,0,2,7,3802,375,753,10,29,51,0,T
902,07.Jul,1164,N,1,0,1,2,3802,375,753,3,29,51,0,T
903,06.Jun,1165,N,0,0,0,0,6947,37,292,0,11,119,1,F
904,10.Oct,1165,N,0,0,1,3,6947,37,292,4,11,119,1,F
905,04.Apr,1166,N,1,0,1,1,5115,152,517,4,34,84,10.86278,T
906,08.Aug,1166,N,1,0,0,2,5115,152,517,3,34,84,10.86278,F
907,07.Jul,1167,N,2,0,0,0,1581,61,191,0,14,12,0,F
908,09.Sep,1168,N,0,0,1,0,0,0,11,1,0,0,0,F
909,06.Jun,1170,N,0,0,1,0,2586,0,0,1,0,6,0,F
910,07.Jul,1174,W,0,0,0,0,4128,93,171,0,43,92,0,F
911,07.Jul,1175,W,0,0,0,0,2538,38,136,0,16,37,0,F
912,08.Aug,1176,W,0,0,2,2,6438,167,360,7,37,109,0,F
913,02.Feb,1177,W,2,0,0,3,6075,201,338,3,64,100,4.795832,T
914,03.Mar,1177,W,2,0,3,8,6075,201,338,12,64,100,4.795832,T
915,12.Dec,1178,W,1,0,2,3,3617,155,454,5,99,81,0,F
916,04.Apr,1179,N,0,0,0,0,765,18,37,0,0,16,0,F
917,03.Mar,1181,N,0,0,0,0,912,0,3,0,0,0,0,F
918,07.Jul,1182,N,0,0,0,0,766,31,104,0,0,11,0,F
919,04.Apr,1186,W,0,0,1,1,503,24,37,2,12,9,0,F
920,06.Jun,1187,W,0,0,0,0,1504,32,147,0,10,32,0,F
921,02.Feb,1189,W,0,1,0,0,1916,57,181,0,15,31,0,F
922,04.Apr,1192,W,0,0,2,2,1902,55,117,6,21,31,0,F
923,06.Jun,1193,W,2,0,3,5,3149,96,331,8,43,71,7.81025,T
924,07.Jul,1193,W,3,0,4,6,3149,96,331,10,43,71,7.81025,T
925,01.Jan,1194,W,1,0,1,1,2378,20,164,2,12,39,0,F
926,04.Apr,1197,W,0,0,1,1,1540,20,29,2,11,24,0,F
927,05.May,1198,W,0,0,1,0,1423,6,9,1,1,24,0,F
928,04.Apr,1202,W,2,0,1,3,5898,59,547,4,28,108,7,F
929,02.Feb,1204,W,0,0,0,0,6608,315,587,0,118,102,0,F
930,05.May,1206,W,0,0,0,0,1929,0,21,0,4,24,0,F
931,10.Oct,1208,W,1,0,1,1,3579,141,335,2,39,53,0,F
932,08.Aug,1209,W,1,0,1,2,5564,82,355,3,16,117,0,F
933,08.Aug,1210,W,0,0,0,1,745,1,46,1,6,9,0,T
934,09.Sep,1210,W,0,0,0,0,745,1,46,0,6,9,0,F
935,03.Mar,1211,W,0,0,0,1,2891,71,297,1,17,62,0,T
936,01.Jan,1213,W,0,0,0,0,2500,72,243,0,11,42,1.414214,F
937,02.Feb,1217,W,1,4,4,6,13630,408,674,11,131,121,13.856406,T
938,07.Jul,1217,W,2,4,0,3,13630,408,674,5,131,121,13.856406,T
939,01.Jan,1218,W,0,0,0,0,1541,61,128,0,10,18,0,F
940,09.Sep,1220,N,2,0,0,0,1373,34,112,0,12,19,3.741657,F
941,11.Nov,1221,W,0,0,0,1,2001,112,225,1,25,41,0,F
942,08.Aug,1222,W,0,0,0,0,1025,0,93,0,6,23,0,F
943,12.Dec,1223,N,0,0,1,2,5837,33,451,3,2,90,1,F
944,06.Jun,1225,N,0,0,0,1,1917,0,547,1,0,26,0,F
945,11.Nov,1227,W,0,0,0,0,2358,119,179,0,27,29,0,F
946,04.Apr,1228,N,2,0,1,4,7420,460,554,5,65,96,15.905974,T
947,09.Sep,1228,N,2,0,0,3,7420,460,554,3,65,96,15.905974,T
948,03.Mar,1230,W,0,0,0,0,2236,115,223,0,9,33,0,F
949,09.Sep,1231,N,0,1,1,1,3392,311,323,2,59,36,1.414214,F
950,09.Sep,1233,W,0,0,0,0,1373,94,108,0,25,26,0,T
951,10.Oct,1233,W,0,0,0,0,1373,94,108,4,25,26,0,F
952,12.Dec,1234,W,0,0,0,0,704,10,32,0,6,10,0,F
953,06.Jun,1235,N,2,0,0,5,5647,77,256,5,11,94,0,T
954,12.Dec,1235,N,2,0,1,2,5647,77,256,3,11,94,0,F
955,02.Feb,1236,N,0,0,2,7,3071,261,422,10,40,58,0,F
956,03.Mar,1239,W,0,0,0,0,5014,125,533,0,50,103,0,F
957,03.Mar,1240,W,0,0,1,2,7713,132,429,3,29,125,0,F
958,01.Jan,1241,W,1,0,0,0,5922,96,354,0,26,142,1,F
959,09.Sep,1242,W,1,0,0,2,8450,421,681,4,80,187,15.84298,T
960,09.Sep,1243,W,4,0,0,2,4866,425,653,3,128,107,12.247449,T
961,01.Jan,1245,W,0,0,1,1,3686,22,221,4,16,90,0,F
962,09.Sep,1248,N,0,0,0,0,1134,3,8,0,0,13,0,F
963,10.Oct,1250,N,0,0,0,1,866,51,94,1,0,10,0,F
964,06.Jun,1251,N,0,0,1,2,388,19,32,3,0,8,0,F
965,04.Apr,1254,N,0,0,0,0,571,0,0,0,0,18,0,F
966,03.Mar,1257,N,0,1,0,0,3759,0,153,0,0,99,0,F
967,09.Sep,1263,W,0,0,0,0,1046,68,85,0,17,19,0,F
968,08.Aug,1264,W,0,0,1,2,1463,17,33,3,8,21,0,F
969,06.Jun,1265,W,1,0,0,0,1813,126,178,0,48,50,0,F
970,12.Dec,1269,W,0,0,0,0,1924,48,71,0,13,26,2.645751,F
971,02.Feb,1270,W,2,0,0,1,5158,221,411,1,70,58,13.416408,F
972,08.Aug,1273,W,0,2,0,2,7107,0,457,2,58,77,0,F
973,07.Jul,1274,W,0,0,0,0,2686,0,316,0,118,50,0,T
974,01.Jan,1274,W,0,0,1,0,2686,0,316,2,118,50,0,F
975,11.Nov,1275,W,1,1,0,2,4188,73,577,3,60,56,8.660254,F
976,07.Jul,1276,W,0,0,1,2,4364,51,308,4,20,97,0,F
977,06.Jun,1277,W,0,0,1,2,4685,101,422,3,38,104,0,F
978,07.Jul,1278,W,6,5,0,1,6131,125,366,1,44,119,9.273618,F
979,04.Apr,1279,W,0,0,0,2,5475,166,385,2,30,120,11.74734,F
980,09.Sep,1280,W,0,1,0,2,6072,237,543,2,61,117,14.764823,F
981,02.Feb,1281,W,0,0,0,0,5053,144,361,0,26,103,8.544004,F
982,10.Oct,1282,W,0,0,0,1,4833,153,562,1,65,125,0,F
983,01.Jan,1284,W,0,0,0,1,2704,60,336,2,10,43,0,F
984,06.Jun,1286,W,1,0,0,0,4241,111,336,0,34,75,8.717798,T
985,03.Mar,1286,W,2,0,0,0,4241,111,336,1,34,75,8.717798,F
986,08.Aug,1287,W,1,0,1,4,4798,40,552,6,6,102,0,F
987,10.Oct,1289,W,0,0,0,0,1300,0,62,0,4,9,0,F
988,04.Apr,1290,W,0,0,0,0,801,38,85,0,5,9,0,F
989,03.Mar,1290,W,0,0,0,0,801,38,85,0,5,9,0,F
990,12.Dec,1290,W,0,0,0,0,801,38,85,0,5,9,0,F
991,09.Sep,1291,W,0,1,1,1,3753,93,320,3,24,58,6.855655,F
992,06.Jun,1292,N,0,0,0,0,723,12,23,0,0,5,1,F
993,03.Mar,1293,N,0,1,0,0,1067,32,80,0,6,25,4.123106,F
994,07.Jul,1294,W,1,1,0,1,703,21,49,1,3,4,0,T
995,11.Nov,1297,W,0,0,0,0,5066,143,523,0,34,99,0,F
996,07.Jul,1299,W,0,0,5,9,4363,182,334,16,61,78,0,F
997,07.Jul,1300,W,1,0,1,1,4140,363,376,2,86,64,0,F
998,08.Aug,1301,W,0,0,0,4,4330,279,542,5,51,69,0,F
999,10.Oct,1302,W,0,0,0,0,4042,67,489,0,17,69,0,F
1000,12.Dec,1304,W,0,0,0,0,2566,14,33,0,5,22,0,F
1001,05.May,1305,W,0,0,1,1,5595,316,351,2,56,71,0,T
1002,09.Sep,1305,W,1,0,1,3,5595,316,351,4,56,71,0,T
1003,06.Jun,1305,W,0,0,1,1,5595,316,351,2,56,71,0,F
1004,12.Dec,1306,N,1,0,0,1,3553,133,231,1,38,76,10.099505,F
1005,02.Feb,1308,W,0,0,1,2,5339,190,548,3,43,93,0,F
1006,03.Mar,1309,W,0,0,0,1,5457,86,375,1,29,107,2,T
1007,11.Nov,1310,W,0,0,0,0,3316,67,166,0,16,49,0,T
1008,09.Sep,1313,W,4,0,1,3,4925,257,600,5,33,96,12.083046,T
1009,03.Mar,1313,W,4,0,3,3,4925,257,600,7,33,96,12.083046,T
1010,04.Apr,1314,W,1,0,1,1,4138,229,307,3,66,53,13.928388,T
1011,09.Sep,1315,W,1,0,3,7,5008,358,691,11,129,74,16.792856,F
1012,11.Nov,1317,W,0,0,0,2,4398,364,714,3,128,94,15.033296,T
1013,03.Mar,1318,W,0,0,3,4,3806,177,458,8,100,120,0,F
1014,08.Aug,1318,W,0,0,1,4,3806,177,458,5,100,120,0,F
1015,01.Jan,1319,N,0,0,0,0,1158,29,121,0,0,27,0,T
1016,06.Jun,1322,N,0,0,0,5,6083,0,347,5,0,66,0,T
1017,04.Apr,1322,N,0,0,3,11,6083,0,347,15,0,66,0,F
1018,02.Feb,1323,N,0,1,0,0,5692,1,177,0,0,85,1,T
1019,03.Mar,1323,N,0,1,0,0,5692,1,177,0,0,85,1,T
1020,04.Apr,1325,S,0,0,0,0,125,11,16,0,0,5,0,T
1021,02.Feb,1326,S,0,0,0,0,1410,22,127,0,3,26,0,F
1022,06.Jun,1328,W,0,0,0,0,390,7,29,0,0,13,0,F
1023,03.Mar,1332,W,0,0,0,0,4623,0,196,0,7,84,0,F
1024,04.Apr,1333,W,0,0,0,1,3292,184,361,1,40,47,1,F
1025,04.Apr,1334,W,0,0,0,0,2675,1,267,0,16,27,0,F
1026,04.Apr,1335,W,1,0,2,1,2001,174,412,3,41,23,7.071068,F
1027,03.Mar,1336,W,0,0,2,2,1475,8,55,5,7,32,0,F
1028,08.Aug,1337,W,0,0,0,0,706,52,100,0,14,9,0,F
1029,09.Sep,1339,W,2,4,2,6,6072,370,600,8,115,86,16.911535,T
1030,03.Mar,1340,W,1,0,1,2,4184,223,292,3,56,70,13.228757,F
1031,07.Jul,1342,W,0,0,2,1,7857,103,305,3,24,98,8.062258,T
1032,01.Jan,1342,W,0,0,0,0,7857,103,305,0,24,98,8.062258,F
1033,01.Jan,1343,W,0,0,1,2,2204,78,406,3,32,36,0,F
1034,06.Jun,1344,W,0,0,0,0,1029,174,188,0,127,10,0,F
1035,05.May,1345,W,1,0,1,2,2322,64,349,3,19,31,0,F
1036,03.Mar,1347,W,0,0,0,0,3481,50,106,0,16,44,0,F
1037,04.Apr,1348,W,0,0,2,9,4201,150,273,17,39,57,9.055385,T
1038,01.Jan,1353,W,1,0,1,2,4074,357,727,4,108,88,15.748016,F
1039,09.Sep,1354,W,1,0,2,3,2772,149,368,6,53,72,6.480741,T
1040,07.Jul,1356,W,0,2,1,1,4755,80,574,2,49,99,2.645751,F
1041,06.Jun,1357,W,2,0,2,2,1783,155,294,5,48,40,6.164414,F
1042,07.Jul,1359,W,2,0,0,2,4634,206,565,2,88,105,9.591663,F
1043,03.Mar,1360,W,3,0,3,8,5990,448,758,12,113,127,17.663522,T
1044,06.Jun,1360,W,5,0,0,1,5990,448,758,7,113,127,17.663522,T
1045,07.Jul,1360,W,3,0,1,7,5990,448,758,9,113,127,17.663522,T
1046,11.Nov,1361,W,0,0,0,2,6242,223,533,4,71,101,6.164414,F
1047,11.Nov,1362,W,0,0,0,0,2689,224,285,0,52,62,10.440307,T
1048,01.Jan,1362,W,0,0,0,0,2689,224,285,0,52,62,10.440307,F
1049,07.Jul,1364,W,0,0,0,0,3266,103,316,0,25,71,9.848858,T
1050,06.Jun,1366,W,0,0,2,4,4995,345,754,6,117,118,14.282857,F
1051,06.Jun,1367,W,0,0,2,3,2934,144,394,5,33,60,7.615773,F
1052,04.Apr,1370,W,0,0,0,1,6865,208,473,1,60,163,0,F
1053,03.Mar,1371,W,0,0,0,2,5084,175,351,2,67,92,0,F
1054,07.Jul,1372,W,0,0,0,0,3233,98,184,0,24,59,0,F
1055,08.Aug,1373,W,0,0,0,1,3432,67,250,1,24,87,1,F
1056,07.Jul,1373,W,0,0,0,1,3432,67,250,1,24,87,1,F
1057,04.Apr,1375,W,0,0,0,1,6351,289,558,1,109,120,6.557439,F
1058,07.Jul,1376,W,0,0,2,3,4281,78,222,5,30,79,0,F
1059,04.Apr,1378,W,0,0,1,0,1305,12,15,1,0,14,0,F
1060,01.Jan,1380,N,0,0,1,0,309,0,23,1,0,4,0,F
1061,08.Aug,1381,N,0,0,0,0,415,0,28,0,0,4,0,F
1062,05.May,1382,N,0,0,1,2,848,0,32,3,0,14,0,F
1063,05.May,1386,S,0,0,0,0,1251,27,42,0,26,25,1,F
1064,04.Apr,1387,S,0,0,0,0,2769,37,217,0,12,71,1.414214,F
1065,03.Mar,1388,W,0,0,2,2,2263,81,173,4,27,37,1,F
1066,12.Dec,1389,W,0,0,2,2,1333,63,148,5,21,20,0,F
1067,07.Jul,1392,W,0,0,0,0,2147,63,273,0,23,47,0,F
1068,07.Jul,1393,W,0,0,0,0,902,9,17,0,0,8,0,F
1069,05.May,1394,W,0,0,0,0,1817,0,156,0,12,47,0,F
1070,05.May,1397,W,1,0,2,3,5244,88,190,6,17,82,5,F
1071,05.May,1398,W,4,2,3,8,5476,418,620,11,156,108,17.406895,T
1072,03.Mar,1403,W,0,0,1,1,5440,321,610,2,50,89,0,T
1073,07.Jul,1403,W,0,0,0,0,5440,321,610,0,50,89,0,F
1074,12.Dec,1404,W,1,2,0,0,3500,66,226,0,14,44,1,F
1075,01.Jan,1405,W,1,0,1,2,5657,69,732,3,28,103,0,F
1076,08.Aug,1407,W,0,0,1,3,3704,163,534,4,35,65,10.488088,T
1077,07.Jul,1408,W,2,2,1,3,6645,231,603,4,85,135,11.401754,F
1078,07.Jul,1409,W,2,0,0,3,6012,285,713,3,82,124,14.387495,T
1079,05.May,1413,W,0,0,3,3,3270,213,446,6,49,73,0,F
1080,11.Nov,1414,W,1,0,0,1,5494,52,609,1,12,132,0,F
1081,02.Feb,1417,W,0,0,0,0,2454,41,150,0,18,47,0,F
1082,07.Jul,1418,W,1,0,0,1,5713,0,378,1,23,99,0,T
1083,05.May,1418,W,1,0,1,1,5713,0,378,2,23,99,0,F
1084,09.Sep,1420,W,0,0,1,2,8014,253,673,3,72,129,0,T
1085,05.May,1421,W,0,0,3,7,4430,312,717,10,66,51,1.414214,F
1086,05.May,1422,W,0,0,0,0,3335,0,394,0,0,57,0,F
1087,04.Apr,1422,W,0,0,0,1,3335,0,394,1,0,57,0,F
1088,06.Jun,1423,W,0,0,0,0,3315,126,352,0,47,66,0,F
1089,10.Oct,1423,W,0,0,1,7,3315,126,352,8,47,66,0,F
1090,09.Sep,1424,W,2,0,0,2,3763,65,183,2,30,78,6.164414,F
1091,04.Apr,1425,W,0,0,2,5,1719,28,130,9,11,36,1,T
1092,11.Nov,1426,W,1,0,1,3,6369,132,600,4,37,157,0,F
1093,11.Nov,1427,W,1,0,1,2,5447,251,569,3,64,142,0,F
1094,07.Jul,1428,W,0,0,2,2,3012,113,446,4,45,79,1.414214,F
1095,10.Oct,1429,W,1,0,3,3,2901,235,512,7,91,62,10.86278,F
1096,08.Aug,1430,W,1,0,0,1,4101,208,556,1,96,102,11.489125,T
1097,04.Apr,1430,W,1,0,3,5,4101,208,556,8,96,102,11.489125,F
1098,01.Jan,1431,W,6,0,0,2,5139,488,734,2,107,91,16.03122,T
1099,02.Feb,1431,W,7,0,1,5,5139,488,734,6,107,91,16.03122,T
1100,07.Jul,1431,W,7,0,4,5,5139,488,734,9,107,91,16.03122,T
1101,08.Aug,1434,W,0,0,0,3,5390,93,490,5,6,138,8.246211,F
1102,02.Feb,1435,W,1,0,0,1,5624,55,343,1,7,130,6.63325,F
1103,05.May,1436,W,0,0,1,0,4776,137,275,3,58,117,10.246951,F
1104,09.Sep,1437,W,0,0,0,0,2986,37,204,0,14,54,5.196152,F
1105,06.Jun,1438,W,0,0,0,0,3336,35,412,0,4,59,0,F
1106,02.Feb,1439,W,1,0,1,1,4195,184,475,2,9,89,12.529964,T
1107,09.Sep,1439,W,2,0,0,3,4195,184,475,3,9,89,12.529964,T
1108,12.Dec,1439,W,1,0,0,0,4195,184,475,1,9,89,12.529964,F
1109,03.Mar,1440,W,0,0,0,4,3821,163,328,4,40,92,1,F
1110,08.Aug,1441,W,0,0,0,0,2832,39,159,0,15,42,0,F
1111,10.Oct,1442,W,0,0,0,1,4013,24,245,1,10,59,0,F
1112,08.Aug,1444,W,0,0,1,1,2507,43,129,2,10,34,0,F
1113,03.Mar,1445,N,0,2,0,0,1900,17,39,0,0,30,0,F
1114,06.Jun,1446,N,0,0,0,0,0,0,1,0,0,0,0,F
1115,08.Aug,1447,N,3,0,1,1,3451,155,476,3,0,77,6.164414,T
1116,08.Aug,1450,N,1,0,0,0,620,0,26,0,0,10,0,F
1117,08.Aug,1451,N,1,0,1,1,3467,19,269,2,0,101,0,F
1118,09.Sep,1452,N,0,0,0,1,3262,0,17,1,0,5,0,F
1119,02.Feb,1453,S,1,0,0,0,1022,13,48,0,8,15,1.414214,T
1120,10.Oct,1453,S,1,0,0,0,1022,13,48,0,8,15,1.414214,F
1121,07.Jul,1454,S,0,0,0,0,782,16,50,0,12,11,2.44949,F
1122,07.Jul,1455,S,3,0,0,1,1983,105,171,1,194,53,7.745967,T
1123,07.Jul,1455,S,3,0,0,0,1983,105,171,0,194,53,7.745967,F
1124,10.Oct,1456,W,0,0,0,0,636,0,19,0,0,4,0,F
1125,05.May,1458,W,0,0,0,0,3684,69,310,0,54,78,0,F
1126,04.Apr,1459,W,0,1,2,1,832,14,49,3,5,11,0,F
1127,01.Jan,1460,W,0,0,3,2,5958,355,602,5,137,135,0,T
1128,06.Jun,1461,W,0,0,0,0,946,43,57,0,21,14,0,F
1129,09.Sep,1462,W,0,0,0,1,1118,1,13,1,0,11,0,F
1130,01.Jan,1463,W,1,0,0,0,5200,134,384,0,74,115,11.313708,T
1131,02.Feb,1464,W,0,0,0,1,2389,104,135,1,24,34,5.744563,F
1132,01.Jan,1466,W,2,0,0,1,9126,482,533,1,78,155,0,T
1133,07.Jul,1466,W,2,0,0,5,9126,482,533,5,78,155,0,T
1134,02.Feb,1473,W,0,0,1,1,4144,68,542,2,12,77,0,T
1135,06.Jun,1474,W,0,2,0,4,4285,235,454,4,26,66,1,T
1136,07.Jul,1477,W,0,0,0,0,1863,33,85,0,1,27,4.898979,F
1137,06.Jun,1478,W,1,0,1,2,5259,445,570,3,1,75,11.789826,F
1138,07.Jul,1480,W,0,0,0,0,4856,71,386,0,21,90,2,F
1139,07.Jul,1482,W,0,0,0,0,770,25,37,0,14,1,0,F
1140,01.Jan,1483,W,1,0,0,1,1068,44,49,1,13,10,5.567764,F
1141,08.Aug,1484,W,0,0,0,0,1555,29,169,0,12,25,0,F
1142,02.Feb,1487,W,0,0,0,0,1561,21,75,0,9,28,0,F
1143,01.Jan,1489,W,0,0,0,0,3350,9,46,0,2,55,0,F
1144,08.Aug,1490,W,0,0,0,1,4680,48,328,1,15,90,0,F
1145,05.May,1491,W,1,0,0,0,3964,310,548,0,299,57,0,F
1146,09.Sep,1492,W,1,0,0,3,8092,291,592,3,120,149,0,F
1147,08.Aug,1496,W,0,0,1,2,3462,39,173,3,9,65,0,F
1148,10.Oct,1498,W,0,0,0,0,6069,108,227,0,32,86,8.42615,F
1149,06.Jun,1499,W,1,0,2,3,7491,500,629,7,199,113,13.820275,T
1150,09.Sep,1503,W,0,0,0,1,2184,69,98,1,38,37,0,F
1151,03.Mar,1504,W,0,0,0,0,529,3,7,0,0,4,0,F
1152,08.Aug,1506,W,0,0,1,0,233,4,9,1,0,5,0,F
1153,11.Nov,1509,N,0,0,1,1,838,9,26,2,0,8,0,F
1154,05.May,1511,N,0,0,0,1,1891,64,243,1,0,48,0,T
1155,07.Jul,1513,N,0,0,1,0,1014,28,89,1,0,12,0,F
1156,05.May,1515,N,0,0,2,4,1525,88,158,6,0,35,0,F
1157,03.Mar,1516,N,0,0,0,0,2148,0,290,0,0,43,0,F
1158,08.Aug,1517,S,0,0,1,1,5752,139,462,2,170,142,7.937254,T
1159,10.Oct,1517,S,0,0,0,1,5752,139,462,2,170,142,7.937254,F
1160,01.Jan,1517,S,0,0,0,0,5752,139,462,0,170,142,7.937254,F
1161,10.Oct,1520,S,2,1,2,4,6375,176,588,6,174,184,5.830952,T
1162,05.May,1524,W,0,0,1,3,538,24,33,4,20,5,0,F
1163,05.May,1525,W,0,0,0,0,1471,35,137,0,16,20,0,F
1164,08.Aug,1527,W,0,0,2,0,2707,58,153,2,27,49,0,T
1165,03.Mar,1529,W,0,0,0,0,1338,23,114,0,20,26,0,F
1166,01.Jan,1531,W,0,0,0,0,3435,7,213,0,2,56,0,F
1167,02.Feb,1532,W,1,0,0,1,6551,143,415,1,43,128,8.124038,T
1168,04.Apr,1532,W,1,0,2,1,6551,143,415,4,43,128,8.124038,F
1169,04.Apr,1533,W,1,0,0,1,10185,343,626,1,124,241,11,T
1170,01.Jan,1536,W,4,0,1,1,8354,383,429,6,96,101,15.874508,T
1171,04.Apr,1536,W,4,0,0,1,8354,383,429,5,96,101,15.874508,T
1172,06.Jun,1536,W,4,0,0,3,8354,383,429,5,96,101,15.874508,T
1173,12.Dec,1537,W,1,0,1,6,4473,197,321,7,48,54,11.313708,F
1174,09.Sep,1538,W,2,0,0,0,2720,80,183,0,37,57,2.44949,F
1175,11.Nov,1539,W,1,0,0,1,2594,38,225,1,10,45,4.358899,F
1176,04.Apr,1540,W,5,3,0,2,11629,249,553,2,36,182,12.083046,T
1177,06.Jun,1541,W,0,0,0,1,7792,132,629,1,18,154,9.69536,F
1178,08.Aug,1543,W,1,0,0,1,7921,112,573,1,23,182,0,F
1179,03.Mar,1544,W,0,0,1,4,8058,2,358,5,20,117,0,F
1180,01.Jan,1547,W,2,0,3,3,5864,289,431,7,107,93,15.033296,T
1181,07.Jul,1547,W,3,0,2,6,5864,289,431,10,107,93,15.033296,F
1182,09.Sep,1548,W,4,6,1,20,6350,322,389,22,77,108,17.029386,T
1183,06.Jun,1549,W,0,0,0,0,4227,136,452,0,51,70,11.7047,F
1184,09.Sep,1550,W,1,0,4,4,5103,128,433,10,28,101,0,F
1185,01.Jan,1551,W,0,1,0,0,6807,319,453,0,105,141,0,T
1186,04.Apr,1551,W,1,1,1,4,6807,319,453,7,105,141,0,T
1187,04.Apr,1552,W,3,0,0,3,8342,119,551,3,30,189,0,F
1188,10.Oct,1553,W,0,0,0,0,945,27,55,0,24,11,0,F
1189,05.May,1554,W,0,0,1,1,2432,181,300,2,69,39,0,T
1190,07.Jul,1554,W,0,0,1,4,2432,181,300,8,69,39,0,F
1191,05.May,1555,W,0,0,0,0,3141,1,46,0,0,67,0,F
1192,12.Dec,1556,W,0,4,0,0,5388,41,428,0,14,101,0,F
1193,04.Apr,1557,W,3,0,0,1,5664,107,499,1,0,138,5.291503,F
1194,11.Nov,1558,W,0,0,0,1,4468,83,557,1,36,120,0,F
1195,08.Aug,1559,W,0,0,0,0,1597,93,198,0,57,20,0,F
1196,10.Oct,1560,W,0,0,0,2,1340,39,82,3,12,17,0,F
1197,07.Jul,1561,W,0,0,1,4,4629,92,606,5,38,130,0,T
1198,02.Feb,1561,W,0,0,0,1,4629,92,606,1,38,130,0,F
1199,07.Jul,1563,W,0,0,0,1,5042,194,583,1,74,117,0,F
1200,04.Apr,1567,W,1,0,0,1,4958,93,705,1,11,85,0,F
1201,12.Dec,1568,W,0,0,1,1,5405,90,688,2,46,105,0,F
1202,09.Sep,1571,W,0,0,1,1,1554,0,2,2,0,16,0,F
1203,09.Sep,1572,W,0,0,1,1,3176,119,131,2,57,27,0,T
1204,06.Jun,1572,W,0,0,0,0,3176,119,131,0,57,27,0,F
1205,01.Jan,1575,W,0,0,0,0,5038,154,259,0,82,52,0,F
1206,06.Jun,1577,W,1,0,1,1,6047,221,545,2,82,130,0,F
1207,08.Aug,1578,W,1,0,0,0,6760,259,861,0,83,138,9.219544,F
1208,04.Apr,1579,W,0,0,3,4,4266,164,567,9,70,81,8.42615,T
1209,06.Jun,1579,W,0,0,2,4,4266,164,567,8,70,81,8.42615,F
1210,09.Sep,1580,W,0,0,0,0,5300,10,666,0,3,96,0,F
1211,01.Jan,1584,W,1,0,0,1,3435,72,211,1,22,58,0,F
1212,10.Oct,1585,W,0,0,2,2,3098,20,214,4,3,63,0,F
1213,06.Jun,1586,W,0,0,0,0,466,7,8,0,3,9,0,F
1214,02.Feb,1588,W,0,0,0,2,4040,57,195,5,15,71,1.414214,T
1215,09.Sep,1588,W,2,1,0,0,4040,57,195,0,15,71,1.414214,F
1216,01.Jan,1589,W,0,0,2,4,2151,79,261,6,33,38,0,T
