Turbine_ID,Temperature_Class_One_Week_Before,Average_Pressure_Score
731,2. Cool ( 7c - 14c),22.538462
732,1. Cold (under 7c),31.461538
733,1. Cold (under 7c),20.846154
734,2. Cool ( 7c - 14c),24.307692
735,4. Hot  (20c and over),26.461538
736,4. Hot  (20c and over),15.692308
737,1. Cold (under 7c),20.846154
738,2. Cool ( 7c - 14c),24.307692
739,2. Cool ( 7c - 14c),24.307692
740,3. (Warm 15c- 19c),29.076923
741,1. Cold (under 7c),18.076923
742,1. Cold (under 7c),18.076923
743,1. Cold (under 7c),20.846154
744,2. Cool ( 7c - 14c),22.538462
745,4. Hot  (20c and over),15.692308
746,2. Cool ( 7c - 14c),25.769231
747,1. Cold (under 7c),31.538462
748,4. Hot  (20c and over),26.461538
749,3. (Warm 15c- 19c),17.769231
750,1. Cold (under 7c),11.846154
751,1. Cold (under 7c),26.923077
752,2. Cool ( 7c - 14c),26.923077
753,1. Cold (under 7c),34.923077
754,1. Cold (under 7c),28.230769
755,4. Hot  (20c and over),22.076923
756,2. Cool ( 7c - 14c),26.923077
757,1. Cold (under 7c),37.923077
758,2. Cool ( 7c - 14c),22.538462
759,1. Cold (under 7c),20.846154
760,3. (Warm 15c- 19c),17.769231
761,3. (Warm 15c- 19c),17.769231
762,2. Cool ( 7c - 14c),22.538462
763,1. Cold (under 7c),37.923077
764,1. Cold (under 7c),20.846154
765,3. (Warm 15c- 19c),29.076923
766,1. Cold (under 7c),18.076923
767,2. Cool ( 7c - 14c),25.769231
768,1. Cold (under 7c),29.230769
769,1. Cold (under 7c),11.846154
770,3. (Warm 15c- 19c),17.769231
771,1. Cold (under 7c),20.846154
772,4. Hot  (20c and over),15.692308
773,3. (Warm 15c- 19c),31.769231
774,1. Cold (under 7c),26.307692
775,1. Cold (under 7c),19.923077
776,1. Cold (under 7c),31.461538
777,1. Cold (under 7c),20.846154
778,2. Cool ( 7c - 14c),25.769231
779,3. (Warm 15c- 19c),17.769231
780,1. Cold (under 7c),31.538462
781,3. (Warm 15c- 19c),17.769231
782,2. Cool ( 7c - 14c),24.307692
783,1. Cold (under 7c),18.076923
784,1. Cold (under 7c),11.846154
785,1. Cold (under 7c),11.846154
786,3. (Warm 15c- 19c),31.769231
787,1. Cold (under 7c),16.846154
788,1. Cold (under 7c),26.923077
789,4. Hot  (20c and over),15.692308
790,3. (Warm 15c- 19c),31.769231
791,1. Cold (under 7c),18.076923
792,1. Cold (under 7c),29.230769
793,3. (Warm 15c- 19c),17.769231
794,1. Cold (under 7c),29.230769
795,1. Cold (under 7c),20.846154
796,2. Cool ( 7c - 14c),24.307692
797,3. (Warm 15c- 19c),14
798,3. (Warm 15c- 19c),14
799,1. Cold (under 7c),31.538462
800,2. Cool ( 7c - 14c),24.307692
801,1. Cold (under 7c),26.307692
802,1. Cold (under 7c),29.692308
803,1. Cold (under 7c),25.076923
804,4. Hot  (20c and over),14.769231
805,1. Cold (under 7c),25.076923
806,2. Cool ( 7c - 14c),28.769231
807,1. Cold (under 7c),26.307692
808,4. Hot  (20c and over),14.769231
809,1. Cold (under 7c),19.692308
810,3. (Warm 15c- 19c),26.461538
811,3. (Warm 15c- 19c),34.384615
812,4. Hot  (20c and over),30.846154
813,4. Hot  (20c and over),22.076923
814,4. Hot  (20c and over),13.230769
815,1. Cold (under 7c),18.538462
816,1. Cold (under 7c),18.076923
817,1. Cold (under 7c),29.230769
818,1. Cold (under 7c),31.461538
819,1. Cold (under 7c),19.923077
820,1. Cold (under 7c),19.923077
821,2. Cool ( 7c - 14c),25.769231
822,2. Cool ( 7c - 14c),24.307692
823,1. Cold (under 7c),37.923077
824,2. Cool ( 7c - 14c),22.538462
825,2. Cool ( 7c - 14c),24.307692
826,3. (Warm 15c- 19c),17.769231
827,1. Cold (under 7c),26.923077
828,4. Hot  (20c and over),26.461538
829,1. Cold (under 7c),18.076923
830,4. Hot  (20c and over),15.692308
831,4. Hot  (20c and over),15.692308
832,1. Cold (under 7c),31.461538
833,2. Cool ( 7c - 14c),22.538462
834,4. Hot  (20c and over),15.692308
835,1. Cold (under 7c),20.846154
836,1. Cold (under 7c),19.923077
837,4. Hot  (20c and over),15.692308
838,1. Cold (under 7c),31.538462
839,2. Cool ( 7c - 14c),22.538462
840,3. (Warm 15c- 19c),14
841,3. (Warm 15c- 19c),31.769231
842,2. Cool ( 7c - 14c),22.538462
843,1. Cold (under 7c),19.923077
844,1. Cold (under 7c),26.923077
845,1. Cold (under 7c),11.846154
846,4. Hot  (20c and over),15.692308
847,2. Cool ( 7c - 14c),22.538462
848,1. Cold (under 7c),37.923077
849,1. Cold (under 7c),20.846154
850,1. Cold (under 7c),29.230769
851,1. Cold (under 7c),16.846154
852,1. Cold (under 7c),26.923077
853,2. Cool ( 7c - 14c),24.307692
854,1. Cold (under 7c),19.923077
855,2. Cool ( 7c - 14c),28.769231
856,1. Cold (under 7c),14.769231
857,1. Cold (under 7c),17.384615
858,1. Cold (under 7c),28.230769
859,1. Cold (under 7c),28.230769
860,1. Cold (under 7c),26.307692
861,1. Cold (under 7c),28.230769
862,4. Hot  (20c and over),13.230769
863,1. Cold (under 7c),24.923077
864,1. Cold (under 7c),16.846154
865,1. Cold (under 7c),16.846154
866,1. Cold (under 7c),16.846154
867,1. Cold (under 7c),11.846154
868,1. Cold (under 7c),26.307692
869,3. (Warm 15c- 19c),17.769231
870,2. Cool ( 7c - 14c),22.538462
871,2. Cool ( 7c - 14c),24.307692
872,1. Cold (under 7c),31.461538
873,3. (Warm 15c- 19c),14
874,4. Hot  (20c and over),26.461538
875,1. Cold (under 7c),31.461538
876,1. Cold (under 7c),20.846154
877,1. Cold (under 7c),16.846154
878,3. (Warm 15c- 19c),14
879,1. Cold (under 7c),26.923077
880,3. (Warm 15c- 19c),29.076923
881,4. Hot  (20c and over),23.769231
882,1. Cold (under 7c),20.846154
883,2. Cool ( 7c - 14c),22.538462
884,3. (Warm 15c- 19c),14
885,4. Hot  (20c and over),26.461538
886,1. Cold (under 7c),31.461538
887,3. (Warm 15c- 19c),14
888,4. Hot  (20c and over),15.692308
889,1. Cold (under 7c),26.307692
890,2. Cool ( 7c - 14c),24.307692
891,1. Cold (under 7c),31.461538
892,3. (Warm 15c- 19c),17.769231
893,1. Cold (under 7c),11.846154
894,4. Hot  (20c and over),15.692308
895,3. (Warm 15c- 19c),31.769231
896,1. Cold (under 7c),31.538462
897,1. Cold (under 7c),37.923077
898,4. Hot  (20c and over),15.692308
899,3. (Warm 15c- 19c),31.769231
900,3. (Warm 15c- 19c),29.076923
901,1. Cold (under 7c),37.923077
902,2. Cool ( 7c - 14c),24.307692
903,1. Cold (under 7c),18.076923
904,4. Hot  (20c and over),26.461538
905,4. Hot  (20c and over),15.692308
906,1. Cold (under 7c),26.307692
907,1. Cold (under 7c),19.923077
908,3. (Warm 15c- 19c),17.769231
909,1. Cold (under 7c),20.846154
910,2. Cool ( 7c - 14c),26.923077
911,1. Cold (under 7c),17.384615
912,1. Cold (under 7c),25.076923
913,1. Cold (under 7c),14.769231
914,1. Cold (under 7c),26.307692
915,1. Cold (under 7c),29.692308
916,4. Hot  (20c and over),14.769231
917,2. Cool ( 7c - 14c),29.230769
918,2. Cool ( 7c - 14c),23
919,4. Hot  (20c and over),15.692308
920,1. Cold (under 7c),18.076923
921,1. Cold (under 7c),16.846154
922,4. Hot  (20c and over),15.692308
923,1. Cold (under 7c),18.076923
924,2. Cool ( 7c - 14c),24.307692
925,1. Cold (under 7c),37.923077
926,1. Cold (under 7c),31.538462
927,3. (Warm 15c- 19c),29.076923
928,1. Cold (under 7c),31.538462
929,1. Cold (under 7c),31.461538
930,3. (Warm 15c- 19c),29.076923
931,4. Hot  (20c and over),26.461538
932,2. Cool ( 7c - 14c),25.769231
933,2. Cool ( 7c - 14c),25.769231
934,3. (Warm 15c- 19c),31.769231
935,1. Cold (under 7c),31.461538
936,1. Cold (under 7c),37.923077
937,1. Cold (under 7c),16.846154
938,2. Cool ( 7c - 14c),24.307692
939,1. Cold (under 7c),37.923077
940,3. (Warm 15c- 19c),17.769231
941,1. Cold (under 7c),29.230769
942,1. Cold (under 7c),26.307692
943,1. Cold (under 7c),26.923077
944,1. Cold (under 7c),18.076923
945,1. Cold (under 7c),29.230769
946,4. Hot  (20c and over),15.692308
947,3. (Warm 15c- 19c),17.769231
948,1. Cold (under 7c),31.461538
949,3. (Warm 15c- 19c),31.769231
950,3. (Warm 15c- 19c),31.769231
951,4. Hot  (20c and over),26.461538
952,1. Cold (under 7c),26.923077
953,1. Cold (under 7c),20.846154
954,1. Cold (under 7c),26.923077
955,1. Cold (under 7c),16.846154
956,1. Cold (under 7c),26.307692
957,1. Cold (under 7c),26.307692
958,1. Cold (under 7c),42.692308
959,4. Hot  (20c and over),22.076923
960,4. Hot  (20c and over),22.076923
961,1. Cold (under 7c),42.692308
962,4. Hot  (20c and over),22.076923
963,1. Cold (under 7c),14.538462
964,1. Cold (under 7c),18.461538
965,1. Cold (under 7c),30.153846
966,2. Cool ( 7c - 14c),29.230769
967,4. Hot  (20c and over),12.538462
968,1. Cold (under 7c),15.153846
969,1. Cold (under 7c),9.846154
970,1. Cold (under 7c),18
971,2. Cool ( 7c - 14c),7.384615
972,1. Cold (under 7c),15.153846
973,2. Cool ( 7c - 14c),15.692308
974,2. Cool ( 7c - 14c),13.307692
975,1. Cold (under 7c),19.538462
976,2. Cool ( 7c - 14c),15.692308
977,1. Cold (under 7c),9.846154
978,2. Cool ( 7c - 14c),8.769231
979,1. Cold (under 7c),14.230769
980,3. (Warm 15c- 19c),20.615385
981,2. Cool ( 7c - 14c),7.384615
982,2. Cool ( 7c - 14c),7.153846
983,1. Cold (under 7c),26.307692
984,2. Cool ( 7c - 14c),9.538462
985,4. Hot  (20c and over),15.230769
986,2. Cool ( 7c - 14c),17.230769
987,2. Cool ( 7c - 14c),7.153846
988,4. Hot  (20c and over),6.923077
989,4. Hot  (20c and over),15.230769
990,1. Cold (under 7c),18
991,3. (Warm 15c- 19c),20.615385
992,1. Cold (under 7c),9.846154
993,4. Hot  (20c and over),15.230769
994,2. Cool ( 7c - 14c),8.769231
995,1. Cold (under 7c),19.538462
996,2. Cool ( 7c - 14c),8.769231
997,2. Cool ( 7c - 14c),15.692308
998,2. Cool ( 7c - 14c),17.230769
999,2. Cool ( 7c - 14c),7.153846
1000,1. Cold (under 7c),18
1001,4. Hot  (20c and over),6.153846
1002,4. Hot  (20c and over),12.538462
1003,2. Cool ( 7c - 14c),9.538462
1004,1. Cold (under 7c),18
1005,2. Cool ( 7c - 14c),8
1006,4. Hot  (20c and over),16.384615
1007,1. Cold (under 7c),19.846154
1008,4. Hot  (20c and over),19.230769
1009,4. Hot  (20c and over),16.384615
1010,4. Hot  (20c and over),8.692308
1011,4. Hot  (20c and over),19.230769
1012,1. Cold (under 7c),19.846154
1013,2. Cool ( 7c - 14c),12.846154
1014,1. Cold (under 7c),14.846154
1015,2. Cool ( 7c - 14c),13.230769
1016,1. Cold (under 7c),10.384615
1017,4. Hot  (20c and over),9.307692
1018,2. Cool ( 7c - 14c),10.538462
1019,2. Cool ( 7c - 14c),14.076923
1020,1. Cold (under 7c),14.230769
1021,2. Cool ( 7c - 14c),7.384615
1022,2. Cool ( 7c - 14c),9.538462
1023,4. Hot  (20c and over),15.230769
1024,4. Hot  (20c and over),6.923077
1025,4. Hot  (20c and over),6.923077
1026,4. Hot  (20c and over),6.923077
1027,4. Hot  (20c and over),15.230769
1028,1. Cold (under 7c),15.153846
1029,4. Hot  (20c and over),12.538462
1030,2. Cool ( 7c - 14c),12.307692
1031,2. Cool ( 7c - 14c),8.769231
1032,1. Cold (under 7c),26.307692
1033,1. Cold (under 7c),26.307692
1034,1. Cold (under 7c),9.846154
1035,4. Hot  (20c and over),6.153846
1036,2. Cool ( 7c - 14c),12.307692
1037,1. Cold (under 7c),14.230769
1038,1. Cold (under 7c),26.307692
1039,4. Hot  (20c and over),12.538462
1040,2. Cool ( 7c - 14c),8.769231
1041,2. Cool ( 7c - 14c),9.538462
1042,2. Cool ( 7c - 14c),8.769231
1043,4. Hot  (20c and over),15.230769
1044,1. Cold (under 7c),9.846154
1045,2. Cool ( 7c - 14c),8.769231
1046,1. Cold (under 7c),19.538462
1047,1. Cold (under 7c),19.538462
1048,2. Cool ( 7c - 14c),13.307692
1049,2. Cool ( 7c - 14c),15.692308
1050,1. Cold (under 7c),9.846154
1051,1. Cold (under 7c),9.846154
1052,1. Cold (under 7c),14.230769
1053,4. Hot  (20c and over),15.230769
1054,2. Cool ( 7c - 14c),15.692308
1055,2. Cool ( 7c - 14c),17.153846
1056,3. (Warm 15c- 19c),15.923077
1057,4. Hot  (20c and over),8.692308
1058,2. Cool ( 7c - 14c),9.923077
1059,1. Cold (under 7c),14.307692
1060,1. Cold (under 7c),27.461538
1061,2. Cool ( 7c - 14c),17.230769
1062,3. (Warm 15c- 19c),7.384615
1063,4. Hot  (20c and over),6.153846
1064,1. Cold (under 7c),14.230769
1065,4. Hot  (20c and over),15.230769
1066,1. Cold (under 7c),18
1067,2. Cool ( 7c - 14c),8.769231
1068,2. Cool ( 7c - 14c),8.769231
1069,4. Hot  (20c and over),6.153846
1070,4. Hot  (20c and over),6.153846
1071,4. Hot  (20c and over),12.923077
1072,2. Cool ( 7c - 14c),12.307692
1073,2. Cool ( 7c - 14c),15.692308
1074,1. Cold (under 7c),18
1075,1. Cold (under 7c),26.307692
1076,1. Cold (under 7c),15.153846
1077,2. Cool ( 7c - 14c),15.692308
1078,2. Cool ( 7c - 14c),8.769231
1079,4. Hot  (20c and over),6.153846
1080,1. Cold (under 7c),19.538462
1081,2. Cool ( 7c - 14c),7.384615
1082,2. Cool ( 7c - 14c),8.769231
1083,4. Hot  (20c and over),12.923077
1084,3. (Warm 15c- 19c),20.615385
1085,4. Hot  (20c and over),12.923077
1086,4. Hot  (20c and over),12.923077
1087,4. Hot  (20c and over),6.923077
1088,2. Cool ( 7c - 14c),9.538462
1089,4. Hot  (20c and over),18.692308
1090,3. (Warm 15c- 19c),20.615385
1091,4. Hot  (20c and over),6.923077
1092,1. Cold (under 7c),19.538462
1093,1. Cold (under 7c),19.538462
1094,2. Cool ( 7c - 14c),8.769231
1095,4. Hot  (20c and over),18.692308
1096,1. Cold (under 7c),15.153846
1097,1. Cold (under 7c),14.230769
1098,2. Cool ( 7c - 14c),13.307692
1099,2. Cool ( 7c - 14c),7.384615
1100,2. Cool ( 7c - 14c),8.769231
1101,1. Cold (under 7c),15.153846
1102,2. Cool ( 7c - 14c),7.384615
1103,4. Hot  (20c and over),6.153846
1104,4. Hot  (20c and over),12.538462
1105,1. Cold (under 7c),9.846154
1106,2. Cool ( 7c - 14c),20.923077
1107,4. Hot  (20c and over),12.538462
1108,1. Cold (under 7c),18
1109,4. Hot  (20c and over),15.230769
1110,1. Cold (under 7c),15.153846
1111,2. Cool ( 7c - 14c),7.153846
1112,2. Cool ( 7c - 14c),17.230769
1113,2. Cool ( 7c - 14c),12.846154
1114,1. Cold (under 7c),11.384615
1115,2. Cool ( 7c - 14c),17.230769
1116,1. Cold (under 7c),30.153846
1117,1. Cold (under 7c),30.153846
1118,4. Hot  (20c and over),14.538462
1119,2. Cool ( 7c - 14c),7.384615
1120,2. Cool ( 7c - 14c),7.153846
1121,2. Cool ( 7c - 14c),8.769231
1122,2. Cool ( 7c - 14c),8.769231
1123,2. Cool ( 7c - 14c),15.692308
1124,2. Cool ( 7c - 14c),7.153846
1125,4. Hot  (20c and over),12.923077
1126,1. Cold (under 7c),14.230769
1127,2. Cool ( 7c - 14c),13.307692
1128,1. Cold (under 7c),9.846154
1129,4. Hot  (20c and over),12.538462
1130,1. Cold (under 7c),26.307692
1131,2. Cool ( 7c - 14c),7.384615
1132,1. Cold (under 7c),26.307692
1133,2. Cool ( 7c - 14c),15.692308
1134,2. Cool ( 7c - 14c),20.923077
1135,1. Cold (under 7c),9.846154
1136,2. Cool ( 7c - 14c),8.769231
1137,2. Cool ( 7c - 14c),9.538462
1138,2. Cool ( 7c - 14c),8.769231
1139,2. Cool ( 7c - 14c),8.769231
1140,2. Cool ( 7c - 14c),13.307692
1141,2. Cool ( 7c - 14c),17.230769
1142,2. Cool ( 7c - 14c),20.923077
1143,2. Cool ( 7c - 14c),13.307692
1144,1. Cold (under 7c),15.153846
1145,4. Hot  (20c and over),6.153846
1146,4. Hot  (20c and over),12.538462
1147,2. Cool ( 7c - 14c),17.230769
1148,4. Hot  (20c and over),18.692308
1149,2. Cool ( 7c - 14c),9.538462
1150,4. Hot  (20c and over),19.230769
1151,4. Hot  (20c and over),16.384615
1152,1. Cold (under 7c),14.846154
1153,1. Cold (under 7c),19.846154
1154,4. Hot  (20c and over),13.307692
1155,2. Cool ( 7c - 14c),9.923077
1156,4. Hot  (20c and over),12.538462
1157,2. Cool ( 7c - 14c),14.076923
1158,2. Cool ( 7c - 14c),17.230769
1159,4. Hot  (20c and over),18.692308
1160,1. Cold (under 7c),26.307692
1161,4. Hot  (20c and over),18.692308
1162,4. Hot  (20c and over),12.923077
1163,4. Hot  (20c and over),6.153846
1164,1. Cold (under 7c),15.153846
1165,2. Cool ( 7c - 14c),12.307692
1166,1. Cold (under 7c),26.307692
1167,2. Cool ( 7c - 14c),20.923077
1168,4. Hot  (20c and over),6.923077
1169,4. Hot  (20c and over),6.923077
1170,2. Cool ( 7c - 14c),13.307692
1171,1. Cold (under 7c),14.230769
1172,2. Cool ( 7c - 14c),9.538462
1173,1. Cold (under 7c),18
1174,4. Hot  (20c and over),12.538462
1175,1. Cold (under 7c),19.538462
1176,1. Cold (under 7c),14.230769
1177,1. Cold (under 7c),9.846154
1178,2. Cool ( 7c - 14c),17.230769
1179,2. Cool ( 7c - 14c),12.307692
1180,2. Cool ( 7c - 14c),13.307692
1181,2. Cool ( 7c - 14c),8.769231
1182,3. (Warm 15c- 19c),20.615385
1183,2. Cool ( 7c - 14c),9.538462
1184,3. (Warm 15c- 19c),20.615385
1185,1. Cold (under 7c),26.307692
1186,4. Hot  (20c and over),6.923077
1187,4. Hot  (20c and over),6.923077
1188,2. Cool ( 7c - 14c),7.153846
1189,4. Hot  (20c and over),6.153846
1190,2. Cool ( 7c - 14c),8.769231
1191,4. Hot  (20c and over),12.923077
1192,1. Cold (under 7c),18
1193,1. Cold (under 7c),14.230769
1194,1. Cold (under 7c),19.538462
1195,1. Cold (under 7c),15.153846
1196,4. Hot  (20c and over),18.692308
1197,2. Cool ( 7c - 14c),8.769231
1198,2. Cool ( 7c - 14c),7.384615
1199,2. Cool ( 7c - 14c),15.692308
1200,4. Hot  (20c and over),6.923077
1201,1. Cold (under 7c),18
1202,3. (Warm 15c- 19c),20.615385
1203,4. Hot  (20c and over),12.538462
1204,2. Cool ( 7c - 14c),9.538462
1205,2. Cool ( 7c - 14c),13.307692
1206,2. Cool ( 7c - 14c),9.538462
1207,2. Cool ( 7c - 14c),17.230769
1208,4. Hot  (20c and over),6.923077
1209,1. Cold (under 7c),9.846154
1210,4. Hot  (20c and over),12.538462
1211,2. Cool ( 7c - 14c),13.230769
1212,4. Hot  (20c and over),18.076923
1213,1. Cold (under 7c),10.769231
1214,2. Cool ( 7c - 14c),8
1215,4. Hot  (20c and over),12.923077
1216,1. Cold (under 7c),26.846154
1217,1. Cold (under 7c),11.384615
1218,4. Hot  (20c and over),14.538462
1219,1. Cold (under 7c),24.846154
1220,4. Hot  (20c and over),14.538462
1221,1. Cold (under 7c),18
1222,2. Cool ( 7c - 14c),20.923077
1223,1. Cold (under 7c),15.153846
1224,2. Cool ( 7c - 14c),13.307692
1225,2. Cool ( 7c - 14c),12.307692
1226,4. Hot  (20c and over),6.923077
1227,1. Cold (under 7c),9.846154
1228,4. Hot  (20c and over),15.230769
1229,4. Hot  (20c and over),12.538462
1230,2. Cool ( 7c - 14c),15.692308
1231,2. Cool ( 7c - 14c),12.307692
1232,4. Hot  (20c and over),6.153846
1233,2. Cool ( 7c - 14c),17.230769
1234,3. (Warm 15c- 19c),20.615385
1235,4. Hot  (20c and over),15.230769
1236,4. Hot  (20c and over),15.230769
1237,4. Hot  (20c and over),12.923077
1238,2. Cool ( 7c - 14c),7.384615
1239,1. Cold (under 7c),19.538462
1240,4. Hot  (20c and over),6.923077
1241,1. Cold (under 7c),9.846154
1242,2. Cool ( 7c - 14c),7.153846
1243,1. Cold (under 7c),9.846154
1244,3. (Warm 15c- 19c),20.615385
1245,1. Cold (under 7c),19.538462
1246,1. Cold (under 7c),14.230769
1247,4. Hot  (20c and over),18.692308
1248,2. Cool ( 7c - 14c),17.230769
1249,1. Cold (under 7c),9.846154
1250,2. Cool ( 7c - 14c),12.307692
1251,2. Cool ( 7c - 14c),7.153846
1252,1. Cold (under 7c),9.846154
1253,2. Cool ( 7c - 14c),15.692308
1254,1. Cold (under 7c),26.846154
1255,2. Cool ( 7c - 14c),12.846154
1256,1. Cold (under 7c),11.384615
1257,1. Cold (under 7c),19.153846
1258,1. Cold (under 7c),11.384615
1259,1. Cold (under 7c),14.307692
1260,1. Cold (under 7c),26.846154
1261,4. Hot  (20c and over),18.076923
1262,1. Cold (under 7c),14.846154
1263,4. Hot  (20c and over),16.384615
1264,4. Hot  (20c and over),18.692308
1265,1. Cold (under 7c),19.538462
1266,2. Cool ( 7c - 14c),13.307692
1267,2. Cool ( 7c - 14c),7.384615
1268,1. Cold (under 7c),18
1269,4. Hot  (20c and over),18.692308
1270,4. Hot  (20c and over),18.692308
1271,1. Cold (under 7c),9.846154
1272,4. Hot  (20c and over),12.923077
1273,2. Cool ( 7c - 14c),8.769231
1274,1. Cold (under 7c),19.538462
1275,2. Cool ( 7c - 14c),20.923077
1276,4. Hot  (20c and over),12.923077
1277,4. Hot  (20c and over),18.692308
1278,2. Cool ( 7c - 14c),12.307692
1279,2. Cool ( 7c - 14c),8.769231
1280,3. (Warm 15c- 19c),20.615385
1281,2. Cool ( 7c - 14c),20.923077
1282,2. Cool ( 7c - 14c),12.307692
1283,4. Hot  (20c and over),12.923077
1284,2. Cool ( 7c - 14c),9.538462
1285,1. Cold (under 7c),26.307692
1286,1. Cold (under 7c),14.230769
1287,3. (Warm 15c- 19c),20.615385
1288,2. Cool ( 7c - 14c),15.692308
1289,2. Cool ( 7c - 14c),13.307692
1290,2. Cool ( 7c - 14c),7.384615
1291,2. Cool ( 7c - 14c),9.538462
1292,1. Cold (under 7c),14.230769
1293,2. Cool ( 7c - 14c),17.230769
1294,4. Hot  (20c and over),12.923077
1295,1. Cold (under 7c),19.846154
1296,1. Cold (under 7c),11.384615
1297,2. Cool ( 7c - 14c),15.692308
1298,2. Cool ( 7c - 14c),17.230769
1299,2. Cool ( 7c - 14c),7.153846
1300,2. Cool ( 7c - 14c),13.307692
1301,1. Cold (under 7c),19.538462
1302,2. Cool ( 7c - 14c),7.153846
1303,4. Hot  (20c and over),12.923077
1304,1. Cold (under 7c),19.538462
1305,2. Cool ( 7c - 14c),7.384615
1306,3. (Warm 15c- 19c),20.615385
1307,1. Cold (under 7c),9.846154
1308,2. Cool ( 7c - 14c),20.923077
1309,4. Hot  (20c and over),12.538462
1310,2. Cool ( 7c - 14c),15.692308
1311,4. Hot  (20c and over),6.153846
1312,4. Hot  (20c and over),18.692308
1313,4. Hot  (20c and over),12.538462
1314,4. Hot  (20c and over),15.230769
1315,1. Cold (under 7c),15.153846
1316,4. Hot  (20c and over),12.538462
1317,1. Cold (under 7c),19.538462
1318,4. Hot  (20c and over),18.692308
1319,2. Cool ( 7c - 14c),13.307692
1320,2. Cool ( 7c - 14c),8.769231
1321,2. Cool ( 7c - 14c),20.923077
1322,1. Cold (under 7c),9.846154
1323,2. Cool ( 7c - 14c),20.923077
1324,1. Cold (under 7c),18
1325,1. Cold (under 7c),19.538462
1326,4. Hot  (20c and over),6.923077
1327,2. Cool ( 7c - 14c),15.692308
1328,2. Cool ( 7c - 14c),8.769231
1329,2. Cool ( 7c - 14c),9.923077
1330,4. Hot  (20c and over),19.230769
1331,1. Cold (under 7c),14.846154
1332,2. Cool ( 7c - 14c),12.846154
1333,1. Cold (under 7c),19.153846
1334,3. (Warm 15c- 19c),15.846154
1335,4. Hot  (20c and over),6.153846
1336,4. Hot  (20c and over),12.923077
1337,1. Cold (under 7c),18
1338,1. Cold (under 7c),15.153846
1339,1. Cold (under 7c),26.307692
1340,2. Cool ( 7c - 14c),20.923077
1341,4. Hot  (20c and over),6.923077
1342,2. Cool ( 7c - 14c),15.692308
1343,2. Cool ( 7c - 14c),17.230769
1344,2. Cool ( 7c - 14c),8.769231
1345,1. Cold (under 7c),9.846154
1346,1. Cold (under 7c),18
1347,2. Cool ( 7c - 14c),9.538462
1348,3. (Warm 15c- 19c),20.615385
1349,4. Hot  (20c and over),12.538462
1350,2. Cool ( 7c - 14c),7.153846
1351,1. Cold (under 7c),15.153846
1352,1. Cold (under 7c),9.846154
1353,2. Cool ( 7c - 14c),9.538462
1354,4. Hot  (20c and over),15.230769
1355,4. Hot  (20c and over),18.692308
1356,2. Cool ( 7c - 14c),12.307692
1357,2. Cool ( 7c - 14c),9.538462
1358,1. Cold (under 7c),26.307692
1359,4. Hot  (20c and over),12.538462
1360,4. Hot  (20c and over),12.538462
1361,1. Cold (under 7c),19.538462
1362,1. Cold (under 7c),18
1363,4. Hot  (20c and over),12.538462
1364,1. Cold (under 7c),19.538462
1365,4. Hot  (20c and over),12.538462
1366,1. Cold (under 7c),9.846154
1367,2. Cool ( 7c - 14c),15.692308
1368,2. Cool ( 7c - 14c),7.384615
1369,1. Cold (under 7c),19.538462
1370,2. Cool ( 7c - 14c),20.923077
1371,1. Cold (under 7c),10.769231
1372,4. Hot  (20c and over),13.307692
1373,1. Cold (under 7c),14.846154
1374,2. Cool ( 7c - 14c),8
1375,3. (Warm 15c- 19c),15.923077
1376,3. (Warm 15c- 19c),15.846154
1377,2. Cool ( 7c - 14c),17.230769
1378,1. Cold (under 7c),24.846154
1379,4. Hot  (20c and over),6.923077
1380,2. Cool ( 7c - 14c),17.230769
1381,2. Cool ( 7c - 14c),20.923077
1382,1. Cold (under 7c),14.230769
1383,1. Cold (under 7c),26.307692
1384,4. Hot  (20c and over),12.538462
1385,4. Hot  (20c and over),12.923077
1386,1. Cold (under 7c),9.846154
1387,2. Cool ( 7c - 14c),15.692308
1388,1. Cold (under 7c),14.230769
1389,4. Hot  (20c and over),6.153846
1390,1. Cold (under 7c),18
1391,4. Hot  (20c and over),6.153846
1392,4. Hot  (20c and over),12.538462
1393,2. Cool ( 7c - 14c),12.307692
1394,4. Hot  (20c and over),15.230769
1395,2. Cool ( 7c - 14c),20.923077
1396,4. Hot  (20c and over),6.923077
1397,2. Cool ( 7c - 14c),8.769231
1398,4. Hot  (20c and over),18.692308
1399,4. Hot  (20c and over),6.153846
1400,4. Hot  (20c and over),12.538462
1401,4. Hot  (20c and over),6.923077
1402,3. (Warm 15c- 19c),20.615385
1403,1. Cold (under 7c),18
1404,1. Cold (under 7c),26.307692
1405,3. (Warm 15c- 19c),20.615385
1406,3. (Warm 15c- 19c),20.615385
1407,3. (Warm 15c- 19c),20.615385
1408,2. Cool ( 7c - 14c),13.307692
1409,2. Cool ( 7c - 14c),17.230769
1410,2. Cool ( 7c - 14c),13.307692
1411,1. Cold (under 7c),18
1412,1. Cold (under 7c),18
1413,2. Cool ( 7c - 14c),7.384615
1414,2. Cool ( 7c - 14c),12.307692
1415,1. Cold (under 7c),18
1416,4. Hot  (20c and over),18.692308
1417,1. Cold (under 7c),14.230769
1418,4. Hot  (20c and over),15.230769
1419,1. Cold (under 7c),19.538462
1420,1. Cold (under 7c),26.307692
1421,4. Hot  (20c and over),15.230769
1422,1. Cold (under 7c),9.846154
1423,1. Cold (under 7c),18
